date,sales,onpromotion,transactions,dcoilwtico,year,month,day,dayofweek,is_weekend
2014-01-31,560816.192394,0,79461.0,97.55,2014,1,31,4,0
2014-02-01,648870.19898,0,100397.0,97.55,2014,2,1,5,1
2014-02-02,619805.537102,0,91157.0,97.55,2014,2,2,6,1
2014-02-03,461637.5229585,0,82999.0,96.44,2014,2,3,0,0
2014-02-04,403189.5869763,0,78774.0,97.24,2014,2,4,1,0
2014-02-05,399138.3059075,0,79153.0,97.4,2014,2,5,2,0
2014-02-06,359139.101529,0,75574.0,97.84,2014,2,6,3,0
2014-02-07,389471.568011,0,78958.0,99.98,2014,2,7,4,0
2014-02-08,530128.059914,0,92697.0,99.98,2014,2,8,5,1
2014-02-09,520753.7470746,0,83507.0,99.98,2014,2,9,6,1
2014-02-10,396622.737011,0,78191.0,100.12,2014,2,10,0,0
2014-02-11,358382.7339877,0,75239.0,99.96,2014,2,11,1,0
2014-02-12,387758.393971,0,79051.0,100.38,2014,2,12,2,0
2014-02-13,347373.2985675,0,82922.0,100.27,2014,2,13,3,0
2014-02-14,361206.4069057,0,92671.0,100.31,2014,2,14,4,0
2014-02-15,538893.357859,0,93175.0,100.31,2014,2,15,5,1
2014-02-16,595300.23508,0,88232.0,100.31,2014,2,16,6,1
2014-02-17,412029.2879535,0,76721.0,100.31,2014,2,17,0,0
2014-02-18,365331.247942,0,73438.0,102.54,2014,2,18,1,0
2014-02-19,360161.6390075,0,73514.0,103.46,2014,2,19,2,0
2014-02-20,322451.9201135,0,71024.0,103.2,2014,2,20,3,0
2014-02-21,369403.653633,0,75172.0,102.53,2014,2,21,4,0
2014-02-22,538206.082827,0,93092.0,102.53,2014,2,22,5,1
2014-02-23,487896.463891,0,80419.0,102.53,2014,2,23,6,1
2014-02-24,404224.188997,0,77401.0,103.17,2014,2,24,0,0
2014-02-25,351418.110084,0,72686.0,102.2,2014,2,25,1,0
2014-02-26,353604.266985,0,74042.0,102.93,2014,2,26,2,0
2014-02-27,330330.185244,0,73390.0,102.68,2014,2,27,3,0
2014-02-28,425624.795466,0,84571.0,102.88,2014,2,28,4,0
2014-03-01,911360.2578707,0,102182.0,102.88,2014,3,1,5,1
2014-03-02,667413.052988,0,79124.0,102.88,2014,3,2,6,1
2014-03-03,613973.031386,0,76019.0,105.34,2014,3,3,0,0
2014-03-04,748930.902096,0,81818.0,103.64,2014,3,4,1,0
2014-03-05,741756.416525,0,84962.0,101.75,2014,3,5,2,0
2014-03-06,614082.444339,0,81147.0,101.82,2014,3,6,3,0
2014-03-07,598242.341178,0,80361.0,102.82,2014,3,7,4,0
2014-03-08,753345.259201,0,94346.0,102.82,2014,3,8,5,1
2014-03-09,916117.649984,0,92694.0,102.82,2014,3,9,6,1
2014-03-10,587414.828974,0,77536.0,101.39,2014,3,10,0,0
2014-03-11,539365.375063,0,75793.0,100.29,2014,3,11,1,0
2014-03-12,575676.797032,0,75820.0,98.29,2014,3,12,2,0
2014-03-13,473298.042544,0,72982.0,98.57,2014,3,13,3,0
2014-03-14,530515.2554715,0,77386.0,99.23,2014,3,14,4,0
2014-03-15,731049.789851,0,91559.0,99.23,2014,3,15,5,1
2014-03-16,929808.492772,0,93240.0,99.23,2014,3,16,6,1
2014-03-17,612719.522118,0,80383.0,98.43,2014,3,17,0,0
2014-03-18,537427.86875,0,75912.0,100.08,2014,3,18,1,0
2014-03-19,585974.657018,0,76911.0,100.71,2014,3,19,2,0
2014-03-20,500897.112641,0,74462.0,99.68,2014,3,20,3,0
2014-03-21,548811.469984,0,78342.0,99.97,2014,3,21,4,0
2014-03-22,771704.933772,0,93889.0,99.97,2014,3,22,5,1
2014-03-23,838814.636064,0,89071.0,99.97,2014,3,23,6,1
2014-03-24,571762.044919,0,74406.0,100.05,2014,3,24,0,0
2014-03-25,539861.6183493,0,74454.0,99.66,2014,3,25,1,0
2014-03-26,569680.543547,0,74887.0,100.61,2014,3,26,2,0
2014-03-27,468581.39830400003,0,71079.0,101.25,2014,3,27,3,0
2014-03-28,538905.781947,0,78180.0,101.73,2014,3,28,4,0
2014-03-29,822333.142686,0,95635.0,101.73,2014,3,29,5,1
2014-03-30,873958.8396415,0,88582.0,101.73,2014,3,30,6,1
2014-03-31,651800.509461,0,82265.0,101.57,2014,3,31,0,0
2014-04-01,485079.887001,8,84822.0,99.69,2014,4,1,1,0
2014-04-02,463917.316107,4,83375.0,99.6,2014,4,2,2,0
2014-04-03,388867.961418,120,78063.0,100.29,2014,4,3,3,0
2014-04-04,422578.745073,5,81700.0,101.16,2014,4,4,4,0
2014-04-05,617680.194045,7,101536.0,101.16,2014,4,5,5,1
2014-04-06,631888.250898,7,94488.0,101.16,2014,4,6,6,1
2014-04-07,426091.1040178,3,80982.0,100.43,2014,4,7,0,0
2014-04-08,376663.272105,8,76904.0,102.57,2014,4,8,1,0
2014-04-09,375309.08201199997,4,78352.0,103.55,2014,4,9,2,0
2014-04-10,334052.7571255,119,76260.0,103.37,2014,4,10,3,0
2014-04-11,379646.845927,14,80053.0,103.68,2014,4,11,4,0
2014-04-12,529919.922964,10,95879.0,103.68,2014,4,12,5,1
2014-04-13,540190.281942,16,88770.0,103.68,2014,4,13,6,1
2014-04-14,381386.309033,8,77753.0,104.05,2014,4,14,0,0
2014-04-15,364689.054991,45,76278.0,103.7,2014,4,15,1,0
2014-04-16,411357.084985,45,81231.0,103.71,2014,4,16,2,0
2014-04-17,397464.842904,455,84493.0,104.33,2014,4,17,3,0
2014-04-18,394392.184115,37,81003.0,104.33,2014,4,18,4,0
2014-04-19,496904.749136,36,92589.0,104.33,2014,4,19,5,1
2014-04-20,520126.3980386,56,86198.0,104.33,2014,4,20,6,1
2014-04-21,398677.396998,28,79111.0,104.35,2014,4,21,0,0
2014-04-22,370552.249018,49,75889.0,101.69,2014,4,22,1,0
2014-04-23,372232.595049,58,75358.0,101.47,2014,4,23,2,0
2014-04-24,320875.477858,460,71753.0,102.2,2014,4,24,3,0
2014-04-25,357173.708433,22,75347.0,100.85,2014,4,25,4,0
2014-04-26,497334.735036,39,89576.0,100.85,2014,4,26,5,1
2014-04-27,560508.420995,52,88583.0,100.85,2014,4,27,6,1
2014-04-28,362271.9169815,65,73482.0,101.13,2014,4,28,0,0
2014-04-29,326338.348031,73,71015.0,101.56,2014,4,29,1,0
2014-04-30,357079.964912,86,74823.0,100.07,2014,4,30,2,0
2014-05-01,530380.848064,547,87240.0,99.69,2014,5,1,3,0
2014-05-02,443284.891212,215,80437.0,100.09,2014,5,2,4,0
2014-05-03,610391.748971,72,98252.0,100.09,2014,5,3,5,1
2014-05-04,646164.863883,58,93157.0,100.09,2014,5,4,6,1
2014-05-05,427601.704071,67,77689.0,99.74,2014,5,5,0,0
2014-05-06,388945.890086,84,75193.0,99.81,2014,5,6,1,0
2014-05-07,391932.183945,71,77067.0,101.06,2014,5,7,2,0
2014-05-08,337483.713217,472,73342.0,100.52,2014,5,8,3,0
2014-05-09,381335.196055,218,81067.0,100.32,2014,5,9,4,0
2014-05-10,577012.026997,61,108342.0,100.32,2014,5,10,5,1
2014-05-11,454512.928937,59,90945.0,100.32,2014,5,11,6,1
2014-05-12,398251.889006,61,76000.0,100.89,2014,5,12,0,0
2014-05-13,360734.522978,65,73847.0,102.01,2014,5,13,1,0
2014-05-14,356373.806985,151,73257.0,102.63,2014,5,14,2,0
2014-05-15,332272.8296378,534,70281.0,101.74,2014,5,15,3,0
2014-05-16,380822.742652,1188,75778.0,102.31,2014,5,16,4,0
2014-05-17,537873.964019,129,91408.0,102.31,2014,5,17,5,1
2014-05-18,634519.7368283,139,93334.0,102.31,2014,5,18,6,1
2014-05-19,388814.744958,110,75548.0,102.95,2014,5,19,0,0
2014-05-20,354372.33997,157,73023.0,102.8,2014,5,20,1,0
2014-05-21,356898.483031,191,73409.0,104.31,2014,5,21,2,0
2014-05-22,310660.142642,1561,68645.0,104.03,2014,5,22,3,0
2014-05-23,349549.892726,1274,71882.0,105.01,2014,5,23,4,0
2014-05-24,516627.261707,220,90183.0,105.01,2014,5,24,5,1
2014-05-25,573412.21016,218,88321.0,105.01,2014,5,25,6,1
2014-05-26,373831.086112,188,73627.0,105.01,2014,5,26,0,0
2014-05-27,327642.143098,196,70265.0,104.78,2014,5,27,1,0
2014-05-28,338481.784057,192,71949.0,103.37,2014,5,28,2,0
2014-05-29,326624.5773325,1586,74837.0,104.26,2014,5,29,3,0
2014-05-30,375782.6398709,1224,77930.0,103.4,2014,5,30,4,0
2014-05-31,597192.467989,267,97007.0,103.4,2014,5,31,5,1
2014-06-01,742732.830236,123,101478.0,103.4,2014,6,1,6,1
2014-06-02,512725.7729758,195,83193.0,103.07,2014,6,2,0,0
2014-06-03,443636.187975,213,79665.0,103.34,2014,6,3,1,0
2014-06-04,423284.494993,236,78673.0,103.27,2014,6,4,2,0
2014-06-05,359474.513823,1616,73882.0,103.17,2014,6,5,3,0
2014-06-06,391266.125449,1264,77054.0,103.32,2014,6,6,4,0
2014-06-07,557142.461024,197,94798.0,103.32,2014,6,7,5,1
2014-06-08,626026.956957,215,91509.0,103.32,2014,6,8,6,1
2014-06-09,415798.946041,199,76770.0,105.09,2014,6,9,0,0
2014-06-10,351689.4229725,199,72457.0,105.02,2014,6,10,1,0
2014-06-11,373828.16418,258,74691.0,105.04,2014,6,11,2,0
2014-06-12,329408.06736,1979,70928.0,107.2,2014,6,12,3,0
2014-06-13,392308.374573,1335,79126.0,107.49,2014,6,13,4,0
2014-06-14,622072.988944,278,106217.0,107.49,2014,6,14,5,1
2014-06-15,441279.9339945,250,81730.0,107.49,2014,6,15,6,1
2014-06-16,447450.23987,338,78357.0,107.52,2014,6,16,0,0
2014-06-17,380396.036044,380,74593.0,106.95,2014,6,17,1,0
2014-06-18,373408.6641423,425,73547.0,106.64,2014,6,18,2,0
2014-06-19,332280.93509600003,2359,69533.0,107.08,2014,6,19,3,0
2014-06-20,369206.789547,1933,74637.0,107.95,2014,6,20,4,0
2014-06-21,538613.855166,308,90482.0,107.95,2014,6,21,5,1
2014-06-22,591184.1240535,360,88830.0,107.95,2014,6,22,6,1
2014-06-23,414929.6359765,237,74621.0,106.83,2014,6,23,0,0
2014-06-24,340464.7450455,266,69887.0,106.64,2014,6,24,1,0
2014-06-25,355342.398017,354,73770.0,107.04,2014,6,25,2,0
2014-06-26,315798.180924,2168,68189.0,106.49,2014,6,26,3,0
2014-06-27,370793.573429,2732,73887.0,106.46,2014,6,27,4,0
2014-06-28,510870.81398,425,86469.0,106.46,2014,6,28,5,1
2014-06-29,567218.8850125,302,83832.0,106.46,2014,6,29,6,1
2014-06-30,429324.0552005,352,76339.0,106.07,2014,6,30,0,0
2014-07-01,720480.616788,2320,79972.0,106.06,2014,7,1,1,0
2014-07-02,747430.1471275,4310,83075.0,105.18,2014,7,2,2,0
2014-07-03,583844.7207922,2383,77099.0,104.76,2014,7,3,3,0
2014-07-04,595424.31324,4056,78171.0,104.76,2014,7,4,4,0
2014-07-05,817307.1101677,610,92536.0,104.76,2014,7,5,5,1
2014-07-06,918276.596259,583,90910.0,104.76,2014,7,6,6,1
2014-07-07,638526.428909,492,79130.0,104.19,2014,7,7,0,0
2014-07-08,557291.4975265,2183,74393.0,104.06,2014,7,8,1,0
2014-07-09,574451.409963,4281,73421.0,102.93,2014,7,9,2,0
2014-07-10,498047.54898,2465,71722.0,103.61,2014,7,10,3,0
2014-07-11,535644.182793,4057,74586.0,101.48,2014,7,11,4,0
2014-07-12,756698.7523004999,568,89793.0,101.48,2014,7,12,5,1
2014-07-13,733653.779849,720,79840.0,101.48,2014,7,13,6,1
2014-07-14,584867.15114,617,76320.0,101.73,2014,7,14,0,0
2014-07-15,562860.0268329,2329,76497.0,100.56,2014,7,15,1,0
2014-07-16,621336.4939885,4446,77335.0,101.88,2014,7,16,2,0
2014-07-17,498221.7050971,2416,72365.0,103.84,2014,7,17,3,0
2014-07-18,547619.0590519,4275,76812.0,103.83,2014,7,18,4,0
2014-07-19,728988.226204,759,88541.0,103.83,2014,7,19,5,1
2014-07-20,776474.1180457,636,82660.0,103.83,2014,7,20,6,1
2014-07-21,600228.430008,592,77658.0,105.34,2014,7,21,0,0
2014-07-22,530276.040011,2287,73749.0,104.59,2014,7,22,1,0
2014-07-23,574168.635995,4459,74346.0,103.81,2014,7,23,2,0
2014-07-24,484618.8170115,2425,72513.0,102.76,2014,7,24,3,0
2014-07-25,579767.285128,4395,78229.0,105.23,2014,7,25,4,0
2014-07-26,688919.5500267,673,87657.0,105.23,2014,7,26,5,1
2014-07-27,747307.86662,605,81927.0,105.23,2014,7,27,6,1
2014-07-28,583936.68549,557,77123.0,105.68,2014,7,28,0,0
2014-07-29,524743.3250017,2207,73622.0,104.91,2014,7,29,1,0
2014-07-30,578056.965281,4640,74905.0,104.29,2014,7,30,2,0
2014-07-31,532423.558194,2319,75434.0,98.23,2014,7,31,3,0
2014-08-01,506826.7949305,4407,87196.0,97.86,2014,8,1,4,0
2014-08-02,626533.637869,506,97649.0,97.86,2014,8,2,5,1
2014-08-03,625898.205888,453,90780.0,97.86,2014,8,3,6,1
2014-08-04,471173.304022,402,83158.0,98.26,2014,8,4,0,0
2014-08-05,417197.476176,395,79178.0,97.34,2014,8,5,1,0
2014-08-06,402914.370941,515,78787.0,96.93,2014,8,6,2,0
2014-08-07,359701.53298899997,2310,74620.0,97.34,2014,8,7,3,0
2014-08-08,397759.9389829,4308,78698.0,97.61,2014,8,8,4,0
2014-08-09,496192.787084,574,88010.0,97.61,2014,8,9,5,1
2014-08-10,509681.7650025,612,82185.0,97.61,2014,8,10,6,1
2014-08-11,409544.575013,530,78908.0,98.09,2014,8,11,0,0
2014-08-12,353898.211991,488,73280.0,97.36,2014,8,12,1,0
2014-08-13,372116.544964,623,76370.0,97.57,2014,8,13,2,0
2014-08-14,340740.8170565,2331,73787.0,95.54,2014,8,14,3,0
2014-08-15,402631.8400593,4456,81345.0,97.3,2014,8,15,4,0
2014-08-16,533996.15517,578,91797.0,97.3,2014,8,16,5,1
2014-08-17,564443.173007,559,87306.0,97.3,2014,8,17,6,1
2014-08-18,433042.298907,514,80849.0,96.44,2014,8,18,0,0
2014-08-19,379329.9530773,512,77282.0,94.35,2014,8,19,1,0
2014-08-20,398126.790988,582,79897.0,96.4,2014,8,20,2,0
2014-08-21,355108.8749955,2412,75218.0,93.97,2014,8,21,3,0
2014-08-22,388359.8983235,4479,78705.0,93.61,2014,8,22,4,0
2014-08-23,499678.208204,649,89623.0,93.61,2014,8,23,5,1
2014-08-24,528990.5611087,680,85697.0,93.61,2014,8,24,6,1
2014-08-25,412250.075007,591,77287.0,95.39,2014,8,25,0,0
2014-08-26,355053.9079745,516,74029.0,95.78,2014,8,26,1,0
2014-08-27,366321.498077,623,75594.0,95.82,2014,8,27,2,0
2014-08-28,327912.427,2175,71897.0,96.44,2014,8,28,3,0
2014-08-29,403288.917062,4268,78280.0,97.86,2014,8,29,4,0
2014-08-30,586373.694132,437,96128.0,97.86,2014,8,30,5,1
2014-08-31,660088.183052,455,94032.0,97.86,2014,8,31,6,1
2014-09-01,812526.219024,633,87941.0,97.86,2014,9,1,0,0
2014-09-02,717351.552768,2300,83895.0,92.92,2014,9,2,1,0
2014-09-03,726683.8617375,4724,83264.0,95.5,2014,9,3,2,0
2014-09-04,551340.0774347,2657,76357.0,94.51,2014,9,4,3,0
2014-09-05,603043.241921,4802,79393.0,93.32,2014,9,5,4,0
2014-09-06,870139.4459765,959,97051.0,93.32,2014,9,6,5,1
2014-09-07,997964.077948,942,97206.0,93.32,2014,9,7,6,1
2014-09-08,648651.744928,802,80954.0,92.64,2014,9,8,0,0
2014-09-09,562420.568002,2511,75647.0,92.73,2014,9,9,1,0
2014-09-10,612987.4722337,4874,77110.0,91.71,2014,9,10,2,0
2014-09-11,483462.953022,2737,73413.0,92.89,2014,9,11,3,0
2014-09-12,564382.847851,4727,77324.0,92.18,2014,9,12,4,0
2014-09-13,795802.238124,1018,94599.0,92.18,2014,9,13,5,1
2014-09-14,896501.5622945,1020,91685.0,92.18,2014,9,14,6,1
2014-09-15,630710.5728885,870,80209.0,92.86,2014,9,15,0,0
2014-09-16,608239.973016,2647,78628.0,94.91,2014,9,16,1,0
2014-09-17,617472.3442115,4999,76934.0,94.33,2014,9,17,2,0
2014-09-18,479500.843061,2683,71000.0,93.07,2014,9,18,3,0
2014-09-19,550213.093909,4614,75575.0,92.43,2014,9,19,4,0
2014-09-20,808490.763077,898,94175.0,92.43,2014,9,20,5,1
2014-09-21,901420.451004,975,91092.0,92.43,2014,9,21,6,1
2014-09-22,589120.293928,798,76335.0,91.46,2014,9,22,0,0
2014-09-23,559954.304399,2593,74715.0,91.55,2014,9,23,1,0
2014-09-24,598183.114508,4837,75802.0,93.6,2014,9,24,2,0
2014-09-25,466867.377076,2489,70769.0,93.59,2014,9,25,3,0
2014-09-26,515474.223943,4319,73141.0,95.55,2014,9,26,4,0
2014-09-27,781202.367982,632,90831.0,95.55,2014,9,27,5,1
2014-09-28,886531.789814,739,89876.0,95.55,2014,9,28,6,1
2014-09-29,586682.822002,582,76390.0,94.53,2014,9,29,0,0
2014-09-30,599093.9157257,2278,77820.0,91.17,2014,9,30,1,0
2014-10-01,784500.253914,4804,84960.0,90.74,2014,10,1,2,0
2014-10-02,634306.519052,2616,79575.0,91.02,2014,10,2,3,0
2014-10-03,675639.295098,4482,84217.0,89.76,2014,10,3,4,0
2014-10-04,931317.51302,735,99718.0,89.76,2014,10,4,5,1
2014-10-05,985466.962071,658,94446.0,89.76,2014,10,5,6,1
2014-10-06,641480.757266,606,80160.0,90.33,2014,10,6,0,0
2014-10-07,586410.2709706,2353,78066.0,88.89,2014,10,7,1,0
2014-10-08,620201.323059,4784,77046.0,87.29,2014,10,8,2,0
2014-10-09,510519.923104,2450,74220.0,85.76,2014,10,9,3,0
2014-10-10,702470.317955,4569,83961.0,85.87,2014,10,10,4,0
2014-10-11,748309.153739,564,91360.0,85.87,2014,10,11,5,1
2014-10-12,843971.132714,648,86736.0,85.87,2014,10,12,6,1
2014-10-13,611726.926015,565,76957.0,85.73,2014,10,13,0,0
2014-10-14,550589.573294,2357,73921.0,81.72,2014,10,14,1,0
2014-10-15,624797.469491,4945,77781.0,81.82,2014,10,15,2,0
2014-10-16,538252.607117,2557,73632.0,82.33,2014,10,16,3,0
2014-10-17,558538.135999,4551,75640.0,82.8,2014,10,17,4,0
2014-10-18,820840.970792,769,94313.0,82.8,2014,10,18,5,1
2014-10-19,935410.595877,769,92246.0,82.8,2014,10,19,6,1
2014-10-20,624629.990941,609,78183.0,82.76,2014,10,20,0,0
2014-10-21,542207.165266,2086,73577.0,83.25,2014,10,21,1,0
2014-10-22,584926.355993,4755,73816.0,80.52,2014,10,22,2,0
2014-10-23,492233.2322,2526,71293.0,82.81,2014,10,23,3,0
2014-10-24,528403.680064,4477,73477.0,81.27,2014,10,24,4,0
2014-10-25,758926.230707,1003,92005.0,81.27,2014,10,25,5,1
2014-10-26,892128.498949,1020,90363.0,81.27,2014,10,26,6,1
2014-10-27,572806.6319285,583,74434.0,81.26,2014,10,27,0,0
2014-10-28,512678.811505,2327,72417.0,81.36,2014,10,28,1,0
2014-10-29,560819.6780005,4953,74037.0,82.25,2014,10,29,2,0
2014-10-30,459715.26616,2357,71373.0,81.06,2014,10,30,3,0
2014-10-31,561876.0719155,4421,79380.0,80.53,2014,10,31,4,0
2014-11-01,873539.2478855,975,96265.0,80.53,2014,11,1,5,1
2014-11-02,709851.4922288,944,78183.0,80.53,2014,11,2,6,1
2014-11-03,973192.041735,690,91982.0,78.77,2014,11,3,0,0
2014-11-04,702751.953595,2373,80319.0,77.15,2014,11,4,1,0
2014-11-05,718799.9390395,4858,80883.0,78.71,2014,11,5,2,0
2014-11-06,566118.381055,2519,75527.0,77.87,2014,11,6,3,0
2014-11-07,585330.25773,4392,77407.0,78.71,2014,11,7,4,0
2014-11-08,816064.644983,861,93764.0,78.71,2014,11,8,5,1
2014-11-09,941478.422301,956,92456.0,78.71,2014,11,9,6,1
2014-11-10,593376.793073,540,75496.0,77.43,2014,11,10,0,0
2014-11-11,552505.750307,2362,73496.0,77.85,2014,11,11,1,0
2014-11-12,588093.484021,4810,75032.0,77.16,2014,11,12,2,0
2014-11-13,468057.386823,2503,71007.0,74.13,2014,11,13,3,0
2014-11-14,553007.970965,4434,76645.0,75.91,2014,11,14,4,0
2014-11-15,786124.201177,1184,92867.0,75.91,2014,11,15,5,1
2014-11-16,956619.401927,1058,92544.0,75.91,2014,11,16,6,1
2014-11-17,620876.340058,754,77532.0,75.64,2014,11,17,0,0
2014-11-18,553367.204141,2663,74317.0,74.55,2014,11,18,1,0
2014-11-19,580234.0113007,5147,72588.0,74.55,2014,11,19,2,0
2014-11-20,511855.7610447,2824,73630.0,75.63,2014,11,20,3,0
2014-11-21,567978.732759,4573,77423.0,76.52,2014,11,21,4,0
2014-11-22,763720.148593,868,91986.0,76.52,2014,11,22,5,1
2014-11-23,907432.656994,973,90947.0,76.52,2014,11,23,6,1
2014-11-24,610847.95702,710,76731.0,75.74,2014,11,24,0,0
2014-11-25,541225.608011,2544,73268.0,74.04,2014,11,25,1,0
2014-11-26,579125.306002,5021,74865.0,73.7,2014,11,26,2,0
2014-11-27,475823.897052,2774,71278.0,73.7,2014,11,27,3,0
2014-11-28,559619.825094,4654,78509.0,65.94,2014,11,28,4,0
2014-11-29,850925.105136,994,96504.0,65.94,2014,11,29,5,1
2014-11-30,1023691.281592,1076,96847.0,65.94,2014,11,30,6,1
2014-12-01,817413.561974,1423,86943.0,68.98,2014,12,1,0,0
2014-12-02,735319.1840285,3045,84903.0,66.99,2014,12,2,1,0
2014-12-03,715127.614539,5359,82957.0,67.3,2014,12,3,2,0
2014-12-04,578961.517004,3216,79357.0,66.73,2014,12,4,3,0
2014-12-05,635445.153317,4849,84023.0,65.89,2014,12,5,4,0
2014-12-06,829386.70612,1151,95549.0,65.89,2014,12,6,5,1
2014-12-07,1013889.8074,1165,97587.0,65.89,2014,12,7,6,1
2014-12-08,790283.289992,922,86182.0,63.13,2014,12,8,0,0
2014-12-09,665123.962957,2992,82255.0,63.74,2014,12,9,1,0
2014-12-10,732121.033873,5562,84084.0,60.99,2014,12,10,2,0
2014-12-11,580542.178879,3159,83115.0,60.01,2014,12,11,3,0
2014-12-12,642760.387245,4853,86621.0,57.81,2014,12,12,4,0
2014-12-13,854830.905829,1261,104404.0,57.81,2014,12,13,5,1
2014-12-14,999106.1325775,1410,102605.0,57.81,2014,12,14,6,1
2014-12-15,790182.945791,1025,94336.0,55.96,2014,12,15,0,0
2014-12-16,799067.056179,2973,96222.0,55.97,2014,12,16,1,0
2014-12-17,779966.499188,5290,99887.0,56.43,2014,12,17,2,0
2014-12-18,731938.479893,3179,102225.0,54.18,2014,12,18,3,0
2014-12-19,757349.3758179,4940,104187.0,56.91,2014,12,19,4,0
2014-12-20,935555.52434,1534,118293.0,56.91,2014,12,20,5,1
2014-12-21,1056605.2012285,1579,118694.0,56.91,2014,12,21,6,1
2014-12-22,1008143.3460193,1582,134574.0,55.25,2014,12,22,0,0
2014-12-23,1064977.9730725,3365,144513.0,56.78,2014,12,23,1,0
2014-12-24,965982.871715,5828,156546.0,55.7,2014,12,24,2,0
2014-12-26,872098.456795,5714,108760.0,54.59,2014,12,26,4,0
2014-12-27,740596.158932,1747,98956.0,54.59,2014,12,27,5,1
2014-12-28,716329.635071,1859,86890.0,54.59,2014,12,28,6,1
2014-12-29,773998.401175,1783,100363.0,53.46,2014,12,29,0,0
2014-12-30,912970.533204,3494,117100.0,54.14,2014,12,30,1,0
2014-12-31,844380.469674,5648,126952.0,53.45,2014,12,31,2,0
2015-01-01,12773.61698,12,2202.0,53.45,2015,1,1,3,0
2015-01-02,657763.391981,4949,96809.0,52.72,2015,1,2,4,0
2015-01-03,648880.686926,1306,96288.0,52.72,2015,1,3,5,1
2015-01-04,730923.776022,1295,94496.0,52.72,2015,1,4,6,1
2015-01-05,569267.29796,1148,88880.0,50.05,2015,1,5,0,0
2015-01-06,477886.741053,1042,82581.0,47.98,2015,1,6,1,0
2015-01-07,494160.850117,1291,83804.0,48.69,2015,1,7,2,0
2015-01-08,417482.689131,3063,77474.0,48.8,2015,1,8,3,0
2015-01-09,439381.226073,4761,79379.0,48.35,2015,1,9,4,0
2015-01-10,569956.90801,954,92717.0,48.35,2015,1,10,5,1
2015-01-11,694860.9511,1058,94679.0,48.35,2015,1,11,6,1
2015-01-12,442845.544014,1043,79557.0,46.06,2015,1,12,0,0
2015-01-13,393799.993059,1213,75846.0,45.92,2015,1,13,1,0
2015-01-14,400923.97107,1586,77003.0,48.49,2015,1,14,2,0
2015-01-15,371146.144942,2608,73949.0,46.37,2015,1,15,3,0
2015-01-16,423599.9357975,4510,76133.0,48.49,2015,1,16,4,0
2015-01-17,621865.434007,712,96331.0,48.49,2015,1,17,5,1
2015-01-18,678277.030991,577,92139.0,48.49,2015,1,18,6,1
2015-01-19,448217.896919,588,77981.0,48.49,2015,1,19,0,0
2015-01-20,405308.77722,569,75810.0,46.79,2015,1,20,1,0
2015-01-21,413202.592067,697,77316.0,47.85,2015,1,21,2,0
2015-01-22,364862.5390355,2598,73150.0,45.93,2015,1,22,3,0
2015-01-23,416937.181925,4475,76086.0,45.26,2015,1,23,4,0
2015-01-24,588849.871003,632,94292.0,45.26,2015,1,24,5,1
2015-01-25,631623.951015,616,89418.0,45.26,2015,1,25,6,1
2015-01-26,410009.617966,540,74534.0,44.8,2015,1,26,0,0
2015-01-27,360009.850046,560,71018.0,45.84,2015,1,27,1,0
2015-01-28,376935.916035,639,73108.0,44.08,2015,1,28,2,0
2015-01-29,343062.160973,2696,70000.0,44.12,2015,1,29,3,0
2015-01-30,435899.6719165,4647,79491.0,47.79,2015,1,30,4,0
2015-01-31,656205.841844,763,96588.0,47.79,2015,1,31,5,1
2015-02-01,815294.475951,727,98364.0,47.79,2015,2,1,6,1
2015-02-02,538301.886974,653,84117.0,49.25,2015,2,2,0,0
2015-02-03,475249.842928,583,80387.0,53.04,2015,2,3,1,0
2015-02-04,451923.147059,687,80565.0,48.45,2015,2,4,2,0
2015-02-05,407491.967944,2640,78116.0,50.48,2015,2,5,3,0
2015-02-06,437147.54517,4645,79259.0,51.66,2015,2,6,4,0
2015-02-07,599911.594879,721,94991.0,51.66,2015,2,7,5,1
2015-02-08,622994.231951,690,88360.0,51.66,2015,2,8,6,1
2015-02-09,458002.152043,722,79999.0,52.99,2015,2,9,0,0
2015-02-10,400825.9849177,694,76983.0,50.06,2015,2,10,1,0
2015-02-11,400115.3330245,766,78118.0,48.8,2015,2,11,2,0
2015-02-12,384963.142969,2613,78137.0,51.17,2015,2,12,3,0
2015-02-13,493265.468013,4536,95708.0,52.66,2015,2,13,4,0
2015-02-14,562855.068099,697,105818.0,52.66,2015,2,14,5,1
2015-02-15,434886.671834,576,77512.0,52.66,2015,2,15,6,1
2015-02-16,420740.903983,574,75439.0,52.66,2015,2,16,0,0
2015-02-17,483088.13409300003,609,79643.0,53.56,2015,2,17,1,0
2015-02-18,497499.057967,670,85992.0,52.13,2015,2,18,2,0
2015-02-19,436360.905914,2616,78446.0,51.12,2015,2,19,3,0
2015-02-20,483681.015026,4387,84726.0,49.95,2015,2,20,4,0
2015-02-21,572753.075038,443,92718.0,49.95,2015,2,21,5,1
2015-02-22,691339.067796,573,95074.0,49.95,2015,2,22,6,1
2015-02-23,443349.890841,425,76355.0,49.56,2015,2,23,0,0
2015-02-24,407890.277971,411,76065.0,48.48,2015,2,24,1,0
2015-02-25,395774.954032,476,75253.0,50.25,2015,2,25,2,0
2015-02-26,354938.226975,2631,71797.0,47.65,2015,2,26,3,0
